id,premis,hipotesis,label
5804,"Sementara para tamu menikmati suguhan makanan , dua penari InaDance tampil membawakan tari Jaipong . Suasana makin meriah ketika penari mengajak sejumlah tamu ikut berjaipong .",Banyak tamu yang meminta dua penari InaDance untuk menarikan Tari Jaipong lagi.,neutral
5805,"Sementara para tamu menikmati suguhan makanan , dua penari InaDance tampil membawakan tari Jaipong . Suasana makin meriah ketika penari mengajak sejumlah tamu ikut berjaipong .",Yang ditampilkan oleh InaDance pada para tamu ialah tari kecak.,contradiction
5806,Film ' Merah Putih Memanggil ' yang disutradarai Mirwan Suwarso ini akan tayang di bioskop tepat pada hari ulang tahun ke - 72 TNI .,Hari ulang tahun ke-72 TNI bertepatan dengan tayangnya film 'Merah Putih Memanggil' di bioskop.,Entailment
5807,Film ' Merah Putih Memanggil ' yang disutradarai Mirwan Suwarso ini akan tayang di bioskop tepat pada hari ulang tahun ke - 72 TNI .,Film ' Merah Putih Memanggil ' tayang di bioskop pada tanggal 1 Agustus.,Neutral
5808,Film ' Merah Putih Memanggil ' yang disutradarai Mirwan Suwarso ini akan tayang di bioskop tepat pada hari ulang tahun ke - 72 TNI .,Merah Putih Memanggil adalah judul lagu.,Contradiction
5809,"George Meredith , OM ( 12 Februari 1828 - 18 Mei 1909 ) adalah seorang novelis dan penyair Inggris .",George Meredith berkebangsaan Inggris.,Entailment
5810,"George Meredith , OM ( 12 Februari 1828 - 18 Mei 1909 ) adalah seorang novelis dan penyair Inggris .",George Meredith telah meninggal.,Neutral
5811,"George Meredith , OM ( 12 Februari 1828 - 18 Mei 1909 ) adalah seorang novelis dan penyair Inggris .",George Meredith adalah seorang anggota parlemen.,Contradiction
5812,"Biasanya sarapan yang tersaji di atas meja adalah sayuran , roti dan lain-lain .",Sarapan disajikan di atas meja.,Entailment
5813,"Biasanya sarapan yang tersaji di atas meja adalah sayuran , roti dan lain-lain .",Jajanan pasar juga disajikan sebagai sarapan.,Neutral
5814,"Biasanya sarapan yang tersaji di atas meja adalah sayuran , roti dan lain-lain .",Sarapan tidak disajikan di atas meja.,Contradiction
5815,"Banyak orang yang mengaku sudah ke Bali berkali-kali, namun jika ada kesempatan untuk ke sana lagi mereka tidak akan menolaknya .",Kebanyakan orang yang sudah ke Bali ingin ke sana lagi .,entailment
5816,"Banyak orang yang mengaku sudah ke Bali berkali-kali, namun jika ada kesempatan untuk ke sana lagi mereka tidak akan menolaknya .",Semua orang yang sudah ke Bali pasti ingin kembali ke sana lagi .,neutral
5817,"Banyak orang yang mengaku sudah ke Bali berkali-kali, namun jika ada kesempatan untuk ke sana lagi mereka tidak akan menolaknya .","Kebanyakan orang yang mengaku sudah ke Bali , menolak kesempatan untuk ke sana lagi .",contradiction
5818,""" Jadi , kami konfirmasi memang ada kegiatan tim di lapangan di Lampung dan di Jakarta . Kami amankan totalnya 14 orang , ada yang di Lampung ada yang di Jakarta , "" kata Juru Bicara KPK , Febri Diansyah , Kamis dini hari .",Orang-orang tersebut diamankan di Lampung dan Jakarta.,entailment
5819,""" Jadi , kami konfirmasi memang ada kegiatan tim di lapangan di Lampung dan di Jakarta . Kami amankan totalnya 14 orang , ada yang di Lampung ada yang di Jakarta , "" kata Juru Bicara KPK , Febri Diansyah , Kamis dini hari .",Febri Diansyah mengenal 14 orang tersebut.,neutral
5820,""" Jadi , kami konfirmasi memang ada kegiatan tim di lapangan di Lampung dan di Jakarta . Kami amankan totalnya 14 orang , ada yang di Lampung ada yang di Jakarta , "" kata Juru Bicara KPK , Febri Diansyah , Kamis dini hari .",Juru Bicara KPK melakukan konfirmasi pada hari Rabu dini hari.,contradiction
5821,"Awalnya , hakim Tipikor Jakarta menjatuhkan vonis pidana penjara selama 10 tahun untuk Sutan . Namun Mahkamah Agung memperberat hukuman itu menjadi 12 tahun .",Mahkamah Agung tidak setuju dengan vonis pidana penjara selama 10 tahun untuk Sutan.,entailment
5822,"Awalnya , hakim Tipikor Jakarta menjatuhkan vonis pidana penjara selama 10 tahun untuk Sutan . Namun Mahkamah Agung memperberat hukuman itu menjadi 12 tahun .","Selain hukuman penjara, Sutan juga diwajibkan membayar denda sebanyak Rp 150 miliar.",neutral
5823,"Awalnya , hakim Tipikor Jakarta menjatuhkan vonis pidana penjara selama 10 tahun untuk Sutan . Namun Mahkamah Agung memperberat hukuman itu menjadi 12 tahun .",Sutan mendapatkan hukuman penjara selama 8 tahun.,contradiction
5824,"PATTIRO ( Pusat Telaah dan Informasi Regional ) adalah sebuah organisasi non pemerintah ( non government organization ) yang didirikan pada tanggal 17 April 1999 di Jakarta , yang mendedikasikan aktivitasnya pada upaya mewujudkan tata pemerintahan yang baik ( good governance ) dan peningkatan partisipasi publik di Indonesia , terutama pada tingkat lokal .",Salah satu tujuan PATTIRO didirikan adalah untuk meningkatkan partisipasi publik di Indonesia .,entailment
5825,"PATTIRO ( Pusat Telaah dan Informasi Regional ) adalah sebuah organisasi non pemerintah ( non government organization ) yang didirikan pada tanggal 17 April 1999 di Jakarta , yang mendedikasikan aktivitasnya pada upaya mewujudkan tata pemerintahan yang baik ( good governance ) dan peningkatan partisipasi publik di Indonesia , terutama pada tingkat lokal .",Aktivitas PATTIRO pada upaya mewujudkan tata pemerintahan yang baik telah menemui keberhasilan .,neutral
5826,"PATTIRO ( Pusat Telaah dan Informasi Regional ) adalah sebuah organisasi non pemerintah ( non government organization ) yang didirikan pada tanggal 17 April 1999 di Jakarta , yang mendedikasikan aktivitasnya pada upaya mewujudkan tata pemerintahan yang baik ( good governance ) dan peningkatan partisipasi publik di Indonesia , terutama pada tingkat lokal .",PATTIRO didirikan di Kota Bandung .,contradiction
5827,"Aji juga mengungkapkan , ketiadaan beberapa pemain membuatnya harus mengubah strategi dan bakal menerapkan sesuatu yang berbeda pada laga besok .",Ketiadaan beberapa pemain mengubah strategi yang akan digunakan di laga besok .,entailment
5828,"Aji juga mengungkapkan , ketiadaan beberapa pemain membuatnya harus mengubah strategi dan bakal menerapkan sesuatu yang berbeda pada laga besok .",Strategi yang akan digunakan di laga besok adalah strategi yang populer .,neutral
5829,"Aji juga mengungkapkan , ketiadaan beberapa pemain membuatnya harus mengubah strategi dan bakal menerapkan sesuatu yang berbeda pada laga besok .",Ketiadaan beberapa pemain tidak mengubah strategi yang akan digunakan di laga besok .,contradiction
5830,'Lembaga yang mengemban misi besar dalam mengembangkan pasar modal Indonesia ini dituntut membawa akselarasi pertumbuhan pasar modal .',Lembaga ini mengemban misi dalam mengembangkan pasar modal,entailment
5831,'Lembaga yang mengemban misi besar dalam mengembangkan pasar modal Indonesia ini dituntut membawa akselarasi pertumbuhan pasar modal .',Lembaga ini menginginkan pasar modal Indonesia meningkat,netral
5832,'Lembaga yang mengemban misi besar dalam mengembangkan pasar modal Indonesia ini dituntut membawa akselarasi pertumbuhan pasar modal .',Lembaga ini tidak dituntut membawa akselarasi pertumbuhan pasar modal,contradiction
5833,"Istri dan ketiga anaknya tinggal di Stratford , dan kemungkinan besar Shakespeare pergi mengunjungi mereka setahun sekali .",Kemungkinan besar Shakespeare mengunjungi istri dan ketiga anaknya yang tinggal di Stratford setahun sekali .,entailment
5834,"Istri dan ketiga anaknya tinggal di Stratford , dan kemungkinan besar Shakespeare pergi mengunjungi mereka setahun sekali .",Shakespeare dan istrinya sudah bercerai .,neutral
5835,"Istri dan ketiga anaknya tinggal di Stratford , dan kemungkinan besar Shakespeare pergi mengunjungi mereka setahun sekali .",Shakespeare tinggal bersama istri dan anaknya di Stratford .,contradiction
5836,"Pemerintahan Grafton pecah pada tahun 1770 , memungkinkan Tories yang dipimpin oleh Lord North kembali berkuasa .",Lord North memimpin Tories .,entailment
5837,"Pemerintahan Grafton pecah pada tahun 1770 , memungkinkan Tories yang dipimpin oleh Lord North kembali berkuasa .",Pemerintahan Grafton rapuh .,neutral
5838,"Pemerintahan Grafton pecah pada tahun 1770 , memungkinkan Tories yang dipimpin oleh Lord North kembali berkuasa .",Lord North tidak pernah berkuasa .,contradiction
5839,Dieng dengan segala fenomena alam dan budayanya menjadikan siapapun yang berkunjung merasa kagum.,Fenomena alam dan budaya dieng menjadikan siapapun yang berkunjung merasa kagum .,entailment
5840,Dieng dengan segala fenomena alam dan budayanya menjadikan siapapun yang berkunjung merasa kagum.,Siapapun pernah berkunjung ke dieng .,neutral
5841,Dieng dengan segala fenomena alam dan budayanya menjadikan siapapun yang berkunjung merasa kagum.,Fenomena alam dan budaya dieng menjadikan yang berkunjung merasa tidak kagum .,contradiction
5842,Axelsen kemudian menambahkan bahwa aturan baru ini hanya akan menyulitkan para pemain bertubuh tinggi .,"Menurut Axelsen, aturan baru ini akan menyulitkan pemain dengan tubuh tinggi.",entailment
5843,Axelsen kemudian menambahkan bahwa aturan baru ini hanya akan menyulitkan para pemain bertubuh tinggi .,Aturan baru ini menyulitkan Axelsen.,neutral
5844,Axelsen kemudian menambahkan bahwa aturan baru ini hanya akan menyulitkan para pemain bertubuh tinggi .,Pemain bertubuh tinggi dimudahkan dengan adanya aturan ini.,contradiction
5845,"Summly , Inc . ingin memperbaiki bagaimana cara pengguna membaca berita dengan lebih efektif .","Summly, Inc prihatin dengan cara orang membaca berita.",Entailment
5846,"Summly , Inc . ingin memperbaiki bagaimana cara pengguna membaca berita dengan lebih efektif .",Membaca berita yang efektif bisa dilakukan dengan membaca paragraf pertama saja.,Neutral
5847,"Summly , Inc . ingin memperbaiki bagaimana cara pengguna membaca berita dengan lebih efektif .",Semua orang sudah memahami cara membaca berita yang efisien.,Contradiction
5848,Telkomsel dan Indosat memperoleh lisensi sebagai operator GSM 1800 nasional sesuai amanat Undang - undang Telekomunikasi No . 36 / 1999 .,Telkomsel mendapatkan lisensi GSM 1800 nasional.,Entailment
5849,Telkomsel dan Indosat memperoleh lisensi sebagai operator GSM 1800 nasional sesuai amanat Undang - undang Telekomunikasi No . 36 / 1999 .,Telkomsel dan Indosat memperoleh lisensi sebagai penyedia jaringan 5G.,Neutral
5850,Telkomsel dan Indosat memperoleh lisensi sebagai operator GSM 1800 nasional sesuai amanat Undang - undang Telekomunikasi No . 36 / 1999 .,Indosat tidak memperoleh lisensi apapun.,Contradiction
5851,"Tidak direncanakan sebelumnya , Namirah melahirkan secara caesar di hari ulang tahun Haykal . Hal ini menjadi kado yang paling membahagiakan bagi adik kandung   Zaskia Adya Mecca itu .",Namira melahirkan di hari ulang tahun Haykal,entailment
5852,"Tidak direncanakan sebelumnya , Namirah melahirkan secara caesar di hari ulang tahun Haykal . Hal ini menjadi kado yang paling membahagiakan bagi adik kandung   Zaskia Adya Mecca itu .",Zasia Adya Mecca lahir di hari ulang tahujn Namirah,neutral
5853,"Tidak direncanakan sebelumnya , Namirah melahirkan secara caesar di hari ulang tahun Haykal . Hal ini menjadi kado yang paling membahagiakan bagi adik kandung   Zaskia Adya Mecca itu .",Hal ini menjadi kado yang tidak membahagiakan bagi Zaskia Adya Mecca itu,contradiction
5854,"Alexis Thebaux pindah ke Cherbourg , Dijon dan Caen sebelum bergabung dengan Stade Brestois pada tahun 2009 .",Setidaknya Alexis pernah tergabung dalam 4 klub,entailment
5855,"Alexis Thebaux pindah ke Cherbourg , Dijon dan Caen sebelum bergabung dengan Stade Brestois pada tahun 2009 .",Alexis Thebaux pernah bergabung dengan persekutuan buruh pada tahun 2009,neutral
5856,"Alexis Thebaux pindah ke Cherbourg , Dijon dan Caen sebelum bergabung dengan Stade Brestois pada tahun 2009 .",Tidak ada klub bernama Cherbourg,contradiction
5857,"Karena secara geografis terletak jauh dari pusat konflik di dataran tengah , Kerajaan Wuyue selamat dari api peperangan .",Kerajaan Wuyue selamat dari api peperangan .,entailment
5858,"Karena secara geografis terletak jauh dari pusat konflik di dataran tengah , Kerajaan Wuyue selamat dari api peperangan .",Kerajaan Wuyue terletak jauh dari pusat konflik di Semenanjung Malaka .,neutral
5859,"Karena secara geografis terletak jauh dari pusat konflik di dataran tengah , Kerajaan Wuyue selamat dari api peperangan .","Karena secara geografis terletak dekat dari pusat konflik di dataran tengah , Kerajaan Wuyue selamat dari api peperangan .",contradiction
5860,Keindahan alam yang terdapat di Gunung Batu Jonggol ini dapat Anda manfaatkan sebagai objek fotografi yang cantik.,Keindahan alam dapat menghasilkan foto cantik,entailment
5861,Keindahan alam yang terdapat di Gunung Batu Jonggol ini dapat Anda manfaatkan sebagai objek fotografi yang cantik.,Terdapat binatang di Gunung Batu Jonggol,neutral
5862,Keindahan alam yang terdapat di Gunung Batu Jonggol ini dapat Anda manfaatkan sebagai objek fotografi yang cantik.,Keindahan alam dapat menghasilkan foto jelek,contradiction
5863,Bedanya pada anak adalah sistem kekebalan yang alami belum terbentuk secara sempurna karena organ-organ seperti saluran cerna yang merupakan sistem kekebalan tubuh terbesar masih terus bertumbuh .,Saluran cerna pada anak-anak masih terus bertumbuh.,entailment
5864,Bedanya pada anak adalah sistem kekebalan yang alami belum terbentuk secara sempurna karena organ-organ seperti saluran cerna yang merupakan sistem kekebalan tubuh terbesar masih terus bertumbuh .,Setiap orang dewasa memiliki sistem kekebalan alami yang terbentuk secara sempurna.,neutral
5865,Bedanya pada anak adalah sistem kekebalan yang alami belum terbentuk secara sempurna karena organ-organ seperti saluran cerna yang merupakan sistem kekebalan tubuh terbesar masih terus bertumbuh .,Anak-anak memiliki sistem kekebalan tubuh alami yang sudah sempurna.,contradiction
5866,""" Tetapi , tidak semata-mata karena daya beli . Kami menyadari , peritel butuh rekonsiliasi untuk memenangkan persaingan , misalnya dengan merelokasi toko , renovasi. 
Pintar - pintar inovasi , "" terang dia .",Salah satu cara rekonsiliasi adalah dengan merelokasi toko.,Entailment
5867,""" Tetapi , tidak semata-mata karena daya beli . Kami menyadari , peritel butuh rekonsiliasi untuk memenangkan persaingan , misalnya dengan merelokasi toko , renovasi. 
Pintar - pintar inovasi , "" terang dia .",Peritel akan merenovasi tokonya 2 lantai.,Neutral
5868,""" Tetapi , tidak semata-mata karena daya beli . Kami menyadari , peritel butuh rekonsiliasi untuk memenangkan persaingan , misalnya dengan merelokasi toko , renovasi. 
Pintar - pintar inovasi , "" terang dia .",Peritel tidak memiliki persaingan bisnis.,Contradiction
5869,""" Namun film saat ini seperti The Conjuring , CGI yang digunakan banyak namun tetap laris . Berarti menurut saya , tergantung konsep cerita dan pendekatan ke penonton . Kalau bagus , ya jalan saja , "" lanjutnya .",Film The Conjuring laris .,entailment
5870,""" Namun film saat ini seperti The Conjuring , CGI yang digunakan banyak namun tetap laris . Berarti menurut saya , tergantung konsep cerita dan pendekatan ke penonton . Kalau bagus , ya jalan saja , "" lanjutnya .",Film Conjuring tidak mendidik .,neutral
5871,""" Namun film saat ini seperti The Conjuring , CGI yang digunakan banyak namun tetap laris . Berarti menurut saya , tergantung konsep cerita dan pendekatan ke penonton . Kalau bagus , ya jalan saja , "" lanjutnya .",Kelarisan film tidak tergantung pada konsep cerita dan pendekatan ke penonton .,contradiction
5872,Empat dari penumpang Lufthansa berasal dari Jerman ; tetapi jumlah penumpang Lufthansa yang menaiki penerbangan tersebut belum dikeluarkan .,Terdapat penumpang Lufthansa yang berasal dari Jerman.,entailment
5873,Empat dari penumpang Lufthansa berasal dari Jerman ; tetapi jumlah penumpang Lufthansa yang menaiki penerbangan tersebut belum dikeluarkan .,Penerbangan tersebut mengalami kecelakaan pada tanggal 20 Agustus 2008.,neutral
5874,Empat dari penumpang Lufthansa berasal dari Jerman ; tetapi jumlah penumpang Lufthansa yang menaiki penerbangan tersebut belum dikeluarkan .,Terdapat sepuluh orang Jerman di penerbangan tersebut.,contradiction
5875,Kemenangan SPD dalam pemilu lokal 1 Maret 1998 sebagai langkah awal menghentikan kubu CDU yang konservatif .,Kubu CDU melakukan kecurangan dalam pemilu .,entailment
5876,Kemenangan SPD dalam pemilu lokal 1 Maret 1998 sebagai langkah awal menghentikan kubu CDU yang konservatif .,Seluruh peserta pemilu memilih SPD .,neutral
5877,Kemenangan SPD dalam pemilu lokal 1 Maret 1998 sebagai langkah awal menghentikan kubu CDU yang konservatif .,SPD kalah dalam pemilu lokal 1 Maret 1998 .,contradiction
5878,"Di sisi lain , bila pemerintah mengerek tarif pajak , justru menjadi disinsentif bagi dunia usaha . Sebab , tarif pajak badan saat ini saja yang sebesar 25 persen telah membebani dunia usaha .",Dunia usaha tidak suka dengan tarif pajak yang besar.,entailment
5879,"Di sisi lain , bila pemerintah mengerek tarif pajak , justru menjadi disinsentif bagi dunia usaha . Sebab , tarif pajak badan saat ini saja yang sebesar 25 persen telah membebani dunia usaha .",Pemerintah suka dengan tarif pajak yang besar.,neutral
5880,"Di sisi lain , bila pemerintah mengerek tarif pajak , justru menjadi disinsentif bagi dunia usaha . Sebab , tarif pajak badan saat ini saja yang sebesar 25 persen telah membebani dunia usaha .",Tarif pajak badan saat ini sebesar 10 persen.,contradiction
5881,"Dipicu dengan kesuksesan di tahun sebelumnya , album ini adalah album musim panas kedua SM Entertainment .",SM Entertainment memiliki lebih dari satu album,entailment
5882,"Dipicu dengan kesuksesan di tahun sebelumnya , album ini adalah album musim panas kedua SM Entertainment .",Terdapat dua album yang dimiliki SM Entertainment,neutral
5883,"Dipicu dengan kesuksesan di tahun sebelumnya , album ini adalah album musim panas kedua SM Entertainment .",SM Entertainement gagal di tahun sebelumnya,contradiction
5884,"Berturut-turut radio-radio Australia , San Franscisco dan BBC London dan Harian Merdeka di Jakarta menyiarkan tentang "" Pemberontakan Besar di Minahasa "" . Dampak peristiwa ini pada tentara Sekutu ( AS-Inggris-Belanda ) menggemparkan .",Pemberontakan tersebut disiarkan radio Australia,entailment
5885,"Berturut-turut radio-radio Australia , San Franscisco dan BBC London dan Harian Merdeka di Jakarta menyiarkan tentang "" Pemberontakan Besar di Minahasa "" . Dampak peristiwa ini pada tentara Sekutu ( AS-Inggris-Belanda ) menggemparkan .",Dampak peristiwa tersebut besar untuk rakyat Indonesia,neutral
5886,"Berturut-turut radio-radio Australia , San Franscisco dan BBC London dan Harian Merdeka di Jakarta menyiarkan tentang "" Pemberontakan Besar di Minahasa "" . Dampak peristiwa ini pada tentara Sekutu ( AS-Inggris-Belanda ) menggemparkan .",Harian Merdeka tidak meyiarkan pemberontakan di minahasa,contradiction
5887,"Ketika Tim N dibentuk pada 10 Maret 2011 , ia diangkat sebagai salah seorang anggotanya .",Ia merupakan bagian dari Tim N,entailment
5888,"Ketika Tim N dibentuk pada 10 Maret 2011 , ia diangkat sebagai salah seorang anggotanya .",Tim N dibentuk setelah Tim M,neutral
5889,"Ketika Tim N dibentuk pada 10 Maret 2011 , ia diangkat sebagai salah seorang anggotanya .",Tim N dibentuk di tahun 2010,contradiction
5890,Alasan nya adalah hal itu menyediakan perlindungan yang memadai bagi pekerja Amerika yang pekerjaan dan standar hidup nya mungkin dicederai oleh hal itu .,Alasan nya adalah hal itu menyediakan perlindungan yang memadai bagi pekerja Spanyol yang pekerjaan dan standar hidup nya mungkin dicederai oleh hal itu .,contradiction
5891,"Limpasu adalah sebuah kecamatan di Kabupaten Hulu Sungai Tengah , Kalimantan Selatan , Indonesia .",Limpasu merupakan sebuah kecamatan.,entailment
5892,"Limpasu adalah sebuah kecamatan di Kabupaten Hulu Sungai Tengah , Kalimantan Selatan , Indonesia .",Ibu kota Kalimantan Selatan adalah Limpasu.,neutral
5893,"Limpasu adalah sebuah kecamatan di Kabupaten Hulu Sungai Tengah , Kalimantan Selatan , Indonesia .",Indonesia tidak memiliki kecamatan yang bernama Limpasu.,contradiction
5894,"Banpres adalah sebuah desa yang terletak di kecamatan Tuah Negeri, Musi Rawas, Sumatera Selatan, Indonesia .",Wilayah bernama Banpres yang terletak di Kecamatan Tuah Negeri bukan sebuah kelurahan.,entailment
5895,"Banpres adalah sebuah desa yang terletak di kecamatan Tuah Negeri, Musi Rawas, Sumatera Selatan, Indonesia .","Desa di kecamatan Tuah Negeri, kabupaten Musi Rawas bernama Banpres.",neutral
5896,"Banpres adalah sebuah desa yang terletak di kecamatan Tuah Negeri, Musi Rawas, Sumatera Selatan, Indonesia .",Indonesia tidak memiliki wilayah desa bernama Banpres.,contradiction
5897,"Para investor menjual surat obligasi pemerintah , dengan surat obligasi A.S. dan Australia yang merasakan dampak terbesar .",Investor menjual obligasi pemerintah.,Entailment
5898,"Para investor menjual surat obligasi pemerintah , dengan surat obligasi A.S. dan Australia yang merasakan dampak terbesar .",Hanya dua surat obligasi yang terdampak penjualan ini.,Neutral
5899,"Para investor menjual surat obligasi pemerintah , dengan surat obligasi A.S. dan Australia yang merasakan dampak terbesar .",Surat obligasi AS dan Australia tidak terdampak.,Contradiction
5900,Kain mori pernah pula amat populer sebagai bahan pakaian yaitu pada era 1960 - - 1970 - an .,Kain mori bukan bahan pakaian,contradiction
5901,Itulah kepercayaan Animisme dan Dinamisme yang umum dijumpai pada semua masyarakat purba di muka bumi .,Masyarakat purba umumnya menganut kepercayaan Animisme dan Dinamisme.,entailment
5902,Itulah kepercayaan Animisme dan Dinamisme yang umum dijumpai pada semua masyarakat purba di muka bumi .,Semua masyarakat purba telah tergantikan oleh masyarakat modern.,neutral
5903,Itulah kepercayaan Animisme dan Dinamisme yang umum dijumpai pada semua masyarakat purba di muka bumi .,Masyarakat purba umumnya ateis.,contradiction
5904,Pemerintah Rusia didesak untuk mencabut pemblokiran Telegram di tengah pandemi Corona saat ini .,Pandemi Corona juga terjadi di Rusia,entailment
5905,Pemerintah Rusia didesak untuk mencabut pemblokiran Telegram di tengah pandemi Corona saat ini .,Pemerintah Rusia telag mencabut pemblokiran Telegram,neutral
5906,Pemerintah Rusia didesak untuk mencabut pemblokiran Telegram di tengah pandemi Corona saat ini .,Telegram tidak pernah diblokir di Rusia,contradiction
5907,Contoh hidangan yang ditaburi semut ialah asparagus spears dan ' not lemon ' posset . Keduanya dianggap menjadi hidangan penutup yang istimewa . ,Dua makanan yang ditaburi semut ini dianggap sebagai hidangan penutup yang istimewa.,entailment
5908,Contoh hidangan yang ditaburi semut ialah asparagus spears dan ' not lemon ' posset . Keduanya dianggap menjadi hidangan penutup yang istimewa . ,Hidangan yang ditaburi semut ini sedang menjadi trend diberbagai daerah.,neutral
5909,Contoh hidangan yang ditaburi semut ialah asparagus spears dan ' not lemon ' posset . Keduanya dianggap menjadi hidangan penutup yang istimewa . ,Asparagus Spears dan 'Not Lemon' Posset merupakan hidangan pembuka yang banyak dinikmati oleh banyak orang.,contradiction
5910,"Sara Wijayanto mengikuti tur Slank , Oppie Andaresta dan Imanez .",Sara Wijayanto pernah mengikuti tur Oppie Andaresta.,Entailment
5911,"Sara Wijayanto mengikuti tur Slank , Oppie Andaresta dan Imanez .",Sara Wijayanto mengikuti tur DJ.,Neutral
5912,"Sara Wijayanto mengikuti tur Slank , Oppie Andaresta dan Imanez .",Sara Wijayanto tidak suka musik. ,Contradiction
5913,"""Kalimat lainnya dalam catatan itu berbunyi """" kalian yang membuat aku melakukan semua ini """" .""",Di catatan itu tertulis bahwa kalian yang membuat penulis melakukan semua ini.,entailments
5914,"""Kalimat lainnya dalam catatan itu berbunyi """" kalian yang membuat aku melakukan semua ini """" .""",Dalam catatan itu tergambar perasaan penulis catatan.,neutral
5915,"""Kalimat lainnya dalam catatan itu berbunyi """" kalian yang membuat aku melakukan semua ini """" .""",Penulis catatan itu menyalahkan robert.,contradiction
5916,"Pada tahun 2004 , Undang - Undang Bank Indonesia diamandemen dengan fokus pada aspek penting yang terkait dengan pelaksanaan tugas dan wewenang Bank Indonesia , termasuk penguatan governance .",Amandemen Undang-Undang Bank Indonesia pada tahun 2004 memperkuat governance Bank Indonesia.,entailment
5917,"Pada tahun 2004 , Undang - Undang Bank Indonesia diamandemen dengan fokus pada aspek penting yang terkait dengan pelaksanaan tugas dan wewenang Bank Indonesia , termasuk penguatan governance .",Tugas Bank Indonesia menjadi lebih sedikit setelah amandemen Undang-Undang Bank Indonesia pada tahun 2004.,neutral
5918,"Pada tahun 2004 , Undang - Undang Bank Indonesia diamandemen dengan fokus pada aspek penting yang terkait dengan pelaksanaan tugas dan wewenang Bank Indonesia , termasuk penguatan governance .",Bank Indonesia diperlemah kewenangannya oleh amandemen Undang-Undang Bank Indonesia pada tahun 2004.,contradiction
5919,"Setelah itu , isi dari komedo dikeluarkan dengan prosedur yang telah dijelaskan pada langkah komedo jenis terbuka .",Prosedur pengeluaran isi komedo ada pada langkah komedo jenis terbuka.,entailments
5920,"Setelah itu , isi dari komedo dikeluarkan dengan prosedur yang telah dijelaskan pada langkah komedo jenis terbuka .",Komedo sangat mengganggu paras imut nan lucu bocah itu.,neutral
5921,"Setelah itu , isi dari komedo dikeluarkan dengan prosedur yang telah dijelaskan pada langkah komedo jenis terbuka .",Prosedur pengeluaran isi komedo tidak pernah ada di langkah-langkah lainnya.,contradiction
5922,Moody's Corporation adalah perusahaan induk dari Moody's Investors Service yang menyediakan jasa analisis keuangan dan analisis atas lembaga usaha dan lembaga pemerintah . Perusaahan ini juga memberikan peringkat atas kelayakan kredit dari peminjam dengan menggunakan peringkat standar .,Moody's Investors Service memiliki anak perusahaan,entailment
5923,Moody's Corporation adalah perusahaan induk dari Moody's Investors Service yang menyediakan jasa analisis keuangan dan analisis atas lembaga usaha dan lembaga pemerintah . Perusaahan ini juga memberikan peringkat atas kelayakan kredit dari peminjam dengan menggunakan peringkat standar .,Moody Corporation adalah perusahan jasa analisis keuangan dan analisis semua lembaga,neutral
5924,Moody's Corporation adalah perusahaan induk dari Moody's Investors Service yang menyediakan jasa analisis keuangan dan analisis atas lembaga usaha dan lembaga pemerintah . Perusaahan ini juga memberikan peringkat atas kelayakan kredit dari peminjam dengan menggunakan peringkat standar .,Moody Investors service adalah perusahaan induk dari Moody's Corporation,contradiction
5925,"Sebelum menjabat , Jokowi meminta Presiden Yudhoyono yang akan selesai masa jabatannya untuk bertanggung jawab atas keputusan untuk menaikkan kembali harga bahan bakar minyak dengan menghilangkan subsidi lebih lanjut .",Presiden Yudhoyono akan selesai masa jabatannya .,entailment
5926,"Sebelum menjabat , Jokowi meminta Presiden Yudhoyono yang akan selesai masa jabatannya untuk bertanggung jawab atas keputusan untuk menaikkan kembali harga bahan bakar minyak dengan menghilangkan subsidi lebih lanjut .",Presiden Yudhoyono adalah orang yang membuat keputusan menaikkan kembali harga bahan bakar minyak .,neutral
5927,"Sebelum menjabat , Jokowi meminta Presiden Yudhoyono yang akan selesai masa jabatannya untuk bertanggung jawab atas keputusan untuk menaikkan kembali harga bahan bakar minyak dengan menghilangkan subsidi lebih lanjut .",Harga bahan bakar minyak diturunkan dengan menghilangkan subsidi lebih lanjut .,contradiction
5928,"Krisdayanti cukup mengenal almarhum Yana Zein . Ia mengatakan pernah bermain satu judul sinetron bersama Yana yakni  Doa dan Anugerah "" .""","Ada peran yang dimainkan Yana dalam sinetron ""Doa dan Anugerah""",entailment
5929,"Krisdayanti cukup mengenal almarhum Yana Zein . Ia mengatakan pernah bermain satu judul sinetron bersama Yana yakni  Doa dan Anugerah "" .""",Krisdayanti hanya pernah bermain satu judul sinetron,neutral
5930,"Krisdayanti cukup mengenal almarhum Yana Zein . Ia mengatakan pernah bermain satu judul sinetron bersama Yana yakni  Doa dan Anugerah "" .""",Krisdayanti belum pernah bermain sinetron,contradiction
5931,""" innalillaahi wa inna ilaihi roojiuun ... Allahummaghfirlahu warhamhu wa'aafihi wa'fu'anhu . Apa ... Ipan sayang Apa sangat . Ipan ikhlas . Punten kalau Ipan belum cukup membahagiakan Apa selama ini , "" tulis Irfan pada keterangan foto yang menampilkan wajah dirinya dengan sang ayah .",Ipan menulis sesuatu pada foto .,entailment
